Function name	Start
sub_8221EC20	8221EC20
sub_8221EC90	8221EC90
sub_8221ECE0	8221ECE0
sub_8221EEE0	8221EEE0
sub_8221EF30	8221EF30
sub_8221EF60	8221EF60
sub_8221EFC8	8221EFC8
sub_8221F098	8221F098
SL_FreeString	8221F140
SL_GetStringOfSize	8221F268
SL_RemoveRefToStringOfSize	8221F5F8
SL_RemoveRefToString	8221F650
sub_8221F6D0	8221F6D0
sub_8221F7C8	8221F7C8
sub_8221F898	8221F898
sub_8221F928	8221F928
sub_8221F990	8221F990
Scr_SetString	8221FA00
sub_8221FAF8	8221FAF8
sub_8221FBB8	8221FBB8
sub_8221FC58	8221FC58
sub_8221FD00	8221FD00
sub_8221FD40	8221FD40
sub_8221FD98	8221FD98
sub_8221FE00	8221FE00
sub_8221FE60	8221FE60
sub_8221FEB8	8221FEB8
sub_8221FF28	8221FF28
sub_8221FF90	8221FF90
sub_8221FFF0	8221FFF0
sub_82220048	82220048
sub_82220098	82220098
sub_822200E0	822200E0
sub_82220130	82220130
sub_82220170	82220170
sub_822201C0	822201C0
sub_822201F8	822201F8
sub_82220250	82220250
sub_82220338	82220338
sub_822203C0	822203C0
sub_82220420	82220420
sub_822204A8	822204A8
sub_82220508	82220508
sub_82220580	82220580
sub_822205C0	822205C0
sub_822206A8	822206A8
sub_82220790	82220790
sub_822208F0	822208F0
sub_822209D0	822209D0
sub_82220AE8	82220AE8
sub_82220BF0	82220BF0
sub_82220D48	82220D48
sub_82220E00	82220E00
sub_82220FF0	82220FF0
sub_822210E0	822210E0
sub_82221220	82221220
sub_822212C0	822212C0
sub_822213A0	822213A0
sub_82221408	82221408
sub_822214B8	822214B8
sub_82221520	82221520
sub_822216C0	822216C0
sub_82221840	82221840
sub_82221A00	82221A00
sub_82221AE0	82221AE0
sub_82221B70	82221B70
sub_82221C18	82221C18
sub_82221CC8	82221CC8
sub_82221D18	82221D18
sub_82221DA0	82221DA0
sub_82221EA0	82221EA0
sub_82221EE8	82221EE8
sub_82221FC0	82221FC0
sub_82222008	82222008
sub_822220A0	822220A0
sub_82222100	82222100
sub_822221A8	822221A8
sub_82222258	82222258
sub_82222378	82222378
sub_822224D8	822224D8
sub_822225A8	822225A8
sub_82222728	82222728
sub_822227F0	822227F0
sub_82222850	82222850
sub_82222AB8	82222AB8
sub_82222AF0	82222AF0
sub_82222B78	82222B78
sub_82222C28	82222C28
sub_82222CB8	82222CB8
sub_82222D48	82222D48
sub_82222EE0	82222EE0
sub_82223010	82223010
sub_822230F8	822230F8
sub_822231C0	822231C0
sub_82223238	82223238
sub_822232E8	822232E8
sub_82223320	82223320
sub_82223358	82223358
sub_822233F0	822233F0
sub_822234A0	822234A0
sub_82223550	82223550
sub_822236A0	822236A0
sub_822237C8	822237C8
sub_82223868	82223868
sub_822238B0	822238B0
sub_822238C8	822238C8
sub_822238E0	822238E0
sub_82223948	82223948
sub_82223998	82223998
sub_822239A0	822239A0
sub_822239A8	822239A8
sub_822239B8	822239B8
sub_822239C0	822239C0
sub_822239C8	822239C8
sub_822239E0	822239E0
sub_82223B10	82223B10
sub_82223BB0	82223BB0
sub_82223CD0	82223CD0
sub_82223D00	82223D00
sub_82223E48	82223E48
sub_82223FD0	82223FD0
sub_82224058	82224058
sub_82224188	82224188
sub_822242C0	822242C0
sub_822243E8	822243E8
sub_82224450	82224450
sub_822244B8	822244B8
sub_82224530	82224530
sub_82224718	82224718
sub_822247D0	822247D0
sub_822248B0	822248B0
sub_822248F8	822248F8
sub_82224960	82224960
sub_822249C8	822249C8
sub_82224C38	82224C38
sub_82224CD0	82224CD0
sub_82224D68	82224D68
sub_82224DC8	82224DC8
sub_82224E10	82224E10
sub_82224EA0	82224EA0
sub_82224F18	82224F18
sub_82224F88	82224F88
sub_82224FE8	82224FE8
sub_82225058	82225058
sub_822250C8	822250C8
sub_82225140	82225140
sub_82225228	82225228
sub_82225458	82225458
sub_82225630	82225630
sub_822259E8	822259E8
sub_82225AF8	82225AF8
sub_82225B60	82225B60
sub_82225BC8	82225BC8
sub_82225C20	82225C20
sub_82225D78	82225D78
sub_82225DC0	82225DC0
sub_82226088	82226088
sub_822261B0	822261B0
sub_82226208	82226208
sub_822267B8	822267B8
sub_82226810	82226810
sub_822268B0	822268B0
sub_82226900	82226900
sub_82226A18	82226A18
sub_82226A58	82226A58
sub_82226BD0	82226BD0
sub_82226C40	82226C40
sub_82226CC0	82226CC0
sub_82226D40	82226D40
sub_82226DA8	82226DA8
sub_82226E30	82226E30
sub_82226EA8	82226EA8
sub_82226F08	82226F08
sub_82226F60	82226F60
sub_822270F0	822270F0
sub_82227178	82227178
sub_822271C0	822271C0
sub_82227220	82227220
sub_82227280	82227280
sub_822272E0	822272E0
sub_82227328	82227328
sub_82227370	82227370
sub_822273B8	822273B8
sub_82227400	82227400
sub_82227448	82227448
sub_82227490	82227490
sub_822274D8	822274D8
sub_82227520	82227520
sub_82227580	82227580
sub_822275C8	822275C8
sub_82227610	82227610
sub_82227658	82227658
sub_822276C8	822276C8
sub_82227748	82227748
sub_822278D8	822278D8
sub_82227940	82227940
sub_822279C8	822279C8
sub_82227A48	82227A48
sub_82227B28	82227B28
sub_82227B30	82227B30
sub_82227B38	82227B38
sub_82227C20	82227C20
sub_82227D08	82227D08
sub_82227F88	82227F88
sub_82227FE0	82227FE0
sub_82228080	82228080
sub_82228160	82228160
sub_82228240	82228240
sub_822282D8	822282D8
sub_82228370	82228370
sub_822283E8	822283E8
sub_82228468	82228468
sub_822284D0	822284D0
sub_82228548	82228548
sub_822285B8	822285B8
sub_82228648	82228648
sub_822286E8	822286E8
sub_82228748	82228748
sub_82228798	82228798
sub_82228B10	82228B10
sub_82228E10	82228E10
sub_82228F38	82228F38
sub_82229130	82229130
sub_82229198	82229198
sub_822291E8	822291E8
sub_82229250	82229250
sub_82229488	82229488
sub_82229860	82229860
sub_82229A58	82229A58
sub_82229D88	82229D88
sub_8222A040	8222A040
sub_8222A080	8222A080
sub_8222A100	8222A100
sub_8222A180	8222A180
sub_8222A3C8	8222A3C8
sub_8222A460	8222A460
sub_8222A550	8222A550
sub_8222A6C0	8222A6C0
sub_8222A798	8222A798
sub_8222A9A0	8222A9A0
sub_8222AA78	8222AA78
sub_8222AB00	8222AB00
sub_8222AB78	8222AB78
sub_8222AD98	8222AD98
sub_8222AFE0	8222AFE0
sub_8222B090	8222B090
sub_8222B118	8222B118
sub_8222B1A0	8222B1A0
sub_8222B260	8222B260
sub_8222B740	8222B740
sub_8222B7F8	8222B7F8
sub_8222B8E0	8222B8E0
sub_8222BA30	8222BA30
sub_8222BAE0	8222BAE0
sub_8222BC28	8222BC28
sub_8222BCC8	8222BCC8
sub_8222C100	8222C100
sub_8222C1C8	8222C1C8
sub_8222C298	8222C298
sub_8222C3B8	8222C3B8
sub_8222C4A0	8222C4A0
sub_8222C638	8222C638
sub_8222C6C8	8222C6C8
sub_8222C748	8222C748
sub_8222C878	8222C878
sub_8222C8D8	8222C8D8
sub_8222C948	8222C948
sub_8222CAC8	8222CAC8
sub_8222D278	8222D278
sub_8222D538	8222D538
sub_8222D5D8	8222D5D8
sub_8222D680	8222D680
sub_8222D9A0	8222D9A0
sub_8222D9B8	8222D9B8
sub_8222D9F0	8222D9F0
sub_8222DA5C	8222DA5C
sub_8222DA78	8222DA78
sub_8222DAA8	8222DAA8
sub_8222DAE8	8222DAE8
sub_8222DAF0	8222DAF0
sub_8222DB00	8222DB00
sub_8222DB28	8222DB28
sub_8222DB60	8222DB60
sub_8222DB78	8222DB78
sub_8222DB88	8222DB88
sub_8222DB98	8222DB98
sub_8222DBA8	8222DBA8
sub_8222DBB8	8222DBB8
sub_8222DBF0	8222DBF0
sub_8222DC00	8222DC00
sub_8222DC10	8222DC10
sub_8222DC48	8222DC48
sub_8222DC80	8222DC80
sub_8222DCB8	8222DCB8
sub_8222DCE8	8222DCE8
sub_8222DCF8	8222DCF8
sub_8222DD08	8222DD08
sub_8222DD90	8222DD90
sub_8222DDA0	8222DDA0
sub_8222DE10	8222DE10
sub_8222DE20	8222DE20
sub_8222DE40	8222DE40
sub_8222DE50	8222DE50
sub_8222DE60	8222DE60
sub_8222DE98	8222DE98
sub_8222DEA8	8222DEA8
sub_8222DEC8	8222DEC8
sub_8222DF00	8222DF00
sub_8222DF38	8222DF38
sub_8222DF70	8222DF70
sub_8222DF80	8222DF80
sub_8222DFC0	8222DFC0
sub_8222DFF8	8222DFF8
sub_8222E030	8222E030
sub_8222E040	8222E040
sub_8222E078	8222E078
sub_8222E0D8	8222E0D8
sub_8222E0E8	8222E0E8
sub_8222E108	8222E108
sub_8222E150	8222E150
sub_8222E1B8	8222E1B8
sub_8222E1F0	8222E1F0
sub_8222E270	8222E270
sub_8222E280	8222E280
sub_8222E290	8222E290
sub_8222E2C8	8222E2C8
sub_8222E330	8222E330
sub_8222E340	8222E340
sub_8222E3A0	8222E3A0
sub_8222E3D8	8222E3D8
sub_8222E438	8222E438
sub_8222E4B8	8222E4B8
sub_8222E4D0	8222E4D0
sub_8222E4E8	8222E4E8
sub_8222E598	8222E598
sub_8222E620	8222E620
sub_8222E6C0	8222E6C0
sub_8222E778	8222E778
sub_8222E7E8	8222E7E8
sub_8222E888	8222E888
sub_8222E940	8222E940
sub_8222E9B8	8222E9B8
sub_8222EA88	8222EA88
sub_8222EB58	8222EB58
sub_8222EC88	8222EC88
sub_8222ECF0	8222ECF0
sub_8222EDC0	8222EDC0
sub_8222EE18	8222EE18
sub_8222EE78	8222EE78
sub_8222EEA0	8222EEA0
sub_8222EEC0	8222EEC0
sub_8222EEE0	8222EEE0
sub_8222EF18	8222EF18
sub_8222EF40	8222EF40
sub_8222EFE0	8222EFE0
sub_8222F090	8222F090
sub_8222F150	8222F150
sub_8222F220	8222F220
sub_8222F2B0	8222F2B0
sub_8222F358	8222F358
sub_8222F448	8222F448
sub_8222F488	8222F488
sub_8222F4F8	8222F4F8
sub_8222F610	8222F610
sub_8222F758	8222F758
sub_8222F7E8	8222F7E8
sub_8222F880	8222F880
sub_8222F9A0	8222F9A0
sub_8222FA50	8222FA50
sub_8222FB28	8222FB28
sub_8222FD40	8222FD40
sub_8222FE88	8222FE88
sub_82230038	82230038
sub_82230228	82230228
sub_82230260	82230260
sub_82230310	82230310
sub_82230350	82230350
sub_822303E8	822303E8
sub_82230428	82230428
sub_82230818	82230818
sub_82230AA8	82230AA8
sub_82230AB0	82230AB0
sub_82230AC8	82230AC8
sub_82230C00	82230C00
sub_82230CD8	82230CD8
sub_82230D50	82230D50
sub_82230DE8	82230DE8
sub_82230E68	82230E68
sub_82230EC8	82230EC8
sub_82230FE0	82230FE0
sub_82231078	82231078
sub_822310C8	822310C8
sub_82231128	82231128
sub_82231298	82231298
sub_82231320	82231320
sub_822313E0	822313E0
sub_82231460	82231460
sub_82231540	82231540
sub_82231648	82231648
sub_82231738	82231738
sub_82231818	82231818
sub_82231898	82231898
sub_822318C8	822318C8
sub_82231910	82231910
sub_82231958	82231958
sub_82231A10	82231A10
sub_82231AC0	82231AC0
sub_82231B60	82231B60
sub_82231D10	82231D10
sub_82231DE8	82231DE8
sub_82231E70	82231E70
sub_82231EC0	82231EC0
sub_82231F30	82231F30
sub_82231F40	82231F40
sub_82231FA0	82231FA0
sub_82232358	82232358
sub_82232388	82232388
sub_822323C8	822323C8
sub_82232440	82232440
sub_822324A8	822324A8
sub_82232508	82232508
sub_82232570	82232570
sub_82232B00	82232B00
sub_82233218	82233218
sub_82233340	82233340
sub_82233448	82233448
sub_82233578	82233578
sub_822337A0	822337A0
sub_82233950	82233950
sub_822339F8	822339F8
sub_822343D8	822343D8
sub_82234440	82234440
sub_822344A0	822344A0
sub_822344F8	822344F8
sub_82234600	82234600
sub_822348E0	822348E0
sub_82234988	82234988
sub_82234A08	82234A08
sub_82234A60	82234A60
sub_82234A98	82234A98
sub_82234C40	82234C40
sub_82234CE8	82234CE8
sub_82234D60	82234D60
sub_82234DD0	82234DD0
sub_82234F28	82234F28
sub_82234FA0	82234FA0
sub_82235030	82235030
sub_822350F0	822350F0
sub_822351B0	822351B0
sub_82235238	82235238
sub_822352D8	822352D8
Live_GetNecessaryBandwidth	82235348
sub_82235400	82235400
sub_82235460	82235460
sub_82235510	82235510
sub_822355B8	822355B8
sub_82235648	82235648
sub_822356B8	822356B8
sub_82235768	82235768
sub_82235808	82235808
sub_82235900	82235900
sub_82235968	82235968
sub_822359F0	822359F0
sub_82235A18	82235A18
sub_82235BD8	82235BD8
sub_82235C50	82235C50
sub_82235D40	82235D40
sub_82235E68	82235E68
sub_82235EA8	82235EA8
sub_82235F38	82235F38
sub_82235FA0	82235FA0
sub_82235FF8	82235FF8
sub_82236098	82236098
sub_82236120	82236120
sub_822361F8	822361F8
sub_822362C8	822362C8
sub_82236358	82236358
sub_82236540	82236540
sub_82236568	82236568
sub_82236838	82236838
sub_822368A8	822368A8
sub_82236920	82236920
sub_82236990	82236990
sub_82236FB8	82236FB8
Com_Printf		82237000
sub_822370B0	822370B0
sub_82237110	82237110
sub_82237170	82237170
sub_82237248	82237248
sub_82237390	82237390
sub_82237500	82237500
sub_822375B0	822375B0
sub_82237678	82237678
sub_82237700	82237700
sub_82237840	82237840
sub_82237890	82237890
sub_82237990	82237990
sub_82237AA8	82237AA8
sub_82237B80	82237B80
sub_82237CC8	82237CC8
sub_82237DA0	82237DA0
sub_82237E38	82237E38
sub_82238318	82238318
sub_82238358	82238358
sub_82238448	82238448
sub_822384E0	822384E0
sub_82238618	82238618
sub_82238788	82238788
sub_82238B20	82238B20
sub_82238BE0	82238BE0
sub_82238C90	82238C90
sub_822397C0	822397C0
sub_82239808	82239808
sub_82239850	82239850
sub_82239900	82239900
sub_82239960	82239960
sub_82239968	82239968
sub_82239970	82239970
sub_822399B0	822399B0
sub_82239A48	82239A48
sub_82239AB8	82239AB8
sub_82239B28	82239B28
sub_82239BD0	82239BD0
sub_82239CE8	82239CE8
sub_82239DF0	82239DF0
sub_82239EE0	82239EE0
SV_Cmd_ArgvBuffer	82239F48
Cbuf_AddText	82239FD0
sub_8223A100	8223A100
sub_8223A170	8223A170
sub_8223A410	8223A410
sub_8223A448	8223A448
sub_8223A538	8223A538
sub_8223A558	8223A558
sub_8223A570	8223A570
sub_8223A680	8223A680
sub_8223A780	8223A780
sub_8223A7A0	8223A7A0
sub_8223A988	8223A988
sub_8223AAE8	8223AAE8
sub_8223ABE0	8223ABE0
sub_8223ACD0	8223ACD0
sub_8223AD20	8223AD20
sub_8223ADE0	8223ADE0
sub_8223AE50	8223AE50
sub_8223AF40	8223AF40
sub_8223AFA8	8223AFA8
sub_8223B058	8223B058
sub_8223B0D0	8223B0D0
sub_8223B228	8223B228
sub_8223B2F8	8223B2F8
sub_8223B388	8223B388
sub_8223B418	8223B418
CM_UnlinkEntity	8223B600
sub_8223B870	8223B870
sub_8223B918	8223B918
sub_8223B970	8223B970
sub_8223BC28	8223BC28
sub_8223BD00	8223BD00
sub_8223BDF8	8223BDF8
sub_8223C048	8223C048
sub_8223C2C0	8223C2C0
sub_8223C550	8223C550
sub_8223C5B0	8223C5B0
sub_8223C5D8	8223C5D8
sub_8223C648	8223C648
sub_8223C700	8223C700
sub_8223C8F8	8223C8F8
sub_8223CB50	8223CB50
CM_ClipMoveToEntities_r	8223CE38
sub_8223D178	8223D178
sub_8223D200	8223D200
sub_8223D278	8223D278
sub_8223D2F0	8223D2F0
CM_TraceBox		8223D3E8
sub_8223D618	8223D618
sub_8223D7D0	8223D7D0
sub_8223D858	8223D858
sub_8223DA48	8223DA48
sub_8223DAA8	8223DAA8
sub_8223DBB8	8223DBB8
sub_8223DDF0	8223DDF0
sub_8223E018	8223E018
sub_8223E390	8223E390
sub_8223E4F0	8223E4F0
sub_8223E5F0	8223E5F0
sub_8223E8A0	8223E8A0
sub_8223EBE8	8223EBE8
sub_8223EE90	8223EE90
sub_8223F228	8223F228
sub_8223F3A0	8223F3A0
sub_8223F488	8223F488
sub_8223F5C8	8223F5C8
sub_8223F678	8223F678
sub_8223F6E0	8223F6E0
sub_8223F7A8	8223F7A8
sub_8223F910	8223F910
sub_8223FA18	8223FA18
sub_8223FD48	8223FD48
sub_82240048	82240048
sub_82240570	82240570
sub_82240988	82240988
sub_82240BE8	82240BE8
sub_82240C50	82240C50
CM_TransformedBoxTrace	82240E50
sub_82240FF8	82240FF8
sub_822410F8	822410F8
sub_82241260	82241260
sub_82241340	82241340
sub_822413E0	822413E0
sub_822414F0	822414F0
sub_82241590	82241590
sub_822416D0	822416D0
sub_82241910	82241910
sub_822419B0	822419B0
sub_82241BF0	82241BF0
sub_82241DA8	82241DA8
sub_82241FA0	82241FA0
sub_82242308	82242308
sub_82242430	82242430
sub_822426D8	822426D8
sub_822427C8	822427C8
sub_82242898	82242898
sub_82242DE8	82242DE8
sub_82242EF0	82242EF0
sub_82243020	82243020
sub_82243360	82243360
sub_82243420	82243420
sub_82243600	82243600
sub_82243698	82243698
sub_82243710	82243710
CM_ModelBounds	82243760
sub_822437D8	822437D8
sub_82243838	82243838
sub_822438E8	822438E8
sub_82243940	82243940
sub_822439C8	822439C8
sub_82243A70	82243A70
sub_82243AE0	82243AE0
sub_82243BA8	82243BA8
sub_82244270	82244270
sub_822443C8	822443C8
sub_82244718	82244718
sub_822448B0	822448B0
sub_82244940	82244940
sub_82244A70	82244A70
sub_82244C30	82244C30
sub_82244D38	82244D38
sub_82244DE0	82244DE0
sub_82245078	82245078
sub_82245108	82245108
sub_822451F0	822451F0
sub_822452E8	822452E8
sub_82245388	82245388
sub_82245470	82245470
sub_82245540	82245540
sub_822455F0	822455F0
sub_822457A0	822457A0
sub_822458B0	822458B0
sub_82245A08	82245A08
sub_82245B30	82245B30
sub_82245BB8	82245BB8
sub_82245D50	82245D50
sub_82245E00	82245E00
sub_82245FA0	82245FA0
sub_82246160	82246160
sub_82246558	82246558
sub_822465A0	822465A0
sub_82246660	82246660
sub_822466E0	822466E0
sub_82246778	82246778
sub_82246DD8	82246DD8
sub_82247020	82247020
sub_82247170	82247170
sub_822471C8	822471C8
sub_82247308	82247308
sub_82247438	82247438
sub_822475A8	822475A8
sub_82247668	82247668
sub_822476C8	822476C8
sub_82247738	82247738
sub_822481C0	822481C0
sub_82248330	82248330
sub_82248470	82248470
sub_82248588	82248588
sub_822486E0	822486E0
sub_822487A8	822487A8
sub_82248800	82248800
sub_82248930	82248930
sub_82248B10	82248B10
sub_82248C10	82248C10
sub_82248DB0	82248DB0
sub_82249088	82249088
sub_82249120	82249120
sub_82249198	82249198
sub_822492F0	822492F0
sub_82249488	82249488
sub_822495B0	822495B0
sub_82249668	82249668
sub_822497D8	822497D8
sub_822499B8	822499B8
sub_82249B30	82249B30
sub_82249D08	82249D08
sub_82249D60	82249D60
sub_8224A370	8224A370
sub_8224A538	8224A538
sub_8224A5D0	8224A5D0
sub_8224A640	8224A640
sub_8224A890	8224A890
sub_8224A910	8224A910
sub_8224A9A8	8224A9A8
sub_8224A9E8	8224A9E8
sub_8224AA38	8224AA38
sub_8224AB48	8224AB48
sub_8224ABF0	8224ABF0
sub_8224ADC0	8224ADC0
sub_8224AE40	8224AE40
sub_8224AEA0	8224AEA0
sub_8224AEF8	8224AEF8
sub_8224AF38	8224AF38
sub_8224AFF0	8224AFF0
sub_8224B098	8224B098
sub_8224B190	8224B190
sub_8224B208	8224B208
sub_8224B2A0	8224B2A0
sub_8224B390	8224B390
sub_8224B408	8224B408
sub_8224B508	8224B508
G_DObjGetWorldTagPos	8224B5B8
sub_8224B628	8224B628
sub_8224B6B0	8224B6B0
sub_8224B738	8224B738
sub_8224B7E8	8224B7E8
sub_8224B838	8224B838
sub_8224B988	8224B988
G_EntLinkToInternal	8224BB60
sub_8224BCD0	8224BCD0
sub_8224BD48	8224BD48
sub_8224BDA8	8224BDA8
G_FreeEntity	8224BDD0
sub_8224C080	8224C080
sub_8224C110	8224C110
sub_8224C188	8224C188
sub_8224C328	8224C328
sub_8224C380	8224C380
sub_8224C4D0	8224C4D0
sub_8224C590	8224C590
G_spawn	8224C898
sub_8224C9E0	8224C9E0
G_MaterialIndex	8224CA68
G_LocalizedStringIndex	8224CAD0
sub_8224CBE0	8224CBE0
sub_8224CC48	8224CC48
sub_8224CD68	8224CD68
sub_8224CF80	8224CF80
sub_8224D030	8224D030
sub_8224D088	8224D088
sub_8224D0C8	8224D0C8
sub_8224D160	8224D160
sub_8224D250	8224D250
sub_8224D2C0	8224D2C0
sub_8224D348	8224D348
sub_8224D458	8224D458
sub_8224D5F0	8224D5F0
sub_8224D6A8	8224D6A8
sub_8224D770	8224D770
sub_8224D810	8224D810
sub_8224D868	8224D868
sub_8224D8E0	8224D8E0
sub_8224D938	8224D938
sub_8224DA10	8224DA10
sub_8224DAD0	8224DAD0
sub_8224DB10	8224DB10
sub_8224DD38	8224DD38
sub_8224DF50	8224DF50
sub_8224DFA0	8224DFA0
sub_8224DFE8	8224DFE8
sub_8224DFF8	8224DFF8
sub_8224E0B8	8224E0B8
sub_8224E158	8224E158
sub_8224E3F8	8224E3F8
sub_8224E490	8224E490
sub_8224E5A8	8224E5A8
sub_8224E690	8224E690
sub_8224E7B8	8224E7B8
sub_8224E8D0	8224E8D0
sub_8224E988	8224E988
sub_8224EA00	8224EA00
sub_8224EAB0	8224EAB0
sub_8224ECF8	8224ECF8
sub_8224ED60	8224ED60
sub_8224EDC8	8224EDC8
sub_8224EE38	8224EE38
Scr_GetEntity	8224EE68	?
sub_8224EEF0	8224EEF0
sub_8224EF88	8224EF88
sub_8224EFC0	8224EFC0
sub_8224F030	8224F030
sub_8224F120	8224F120
sub_8224F170	8224F170
sub_8224F1A0	8224F1A0
sub_8224F360	8224F360
sub_8224F4A8	8224F4A8
sub_8224F5C8	8224F5C8
sub_8224F6B0	8224F6B0
sub_8224F7F8	8224F7F8
sub_8224FA28	8224FA28
sub_8224FB18	8224FB18
sub_8224FBB8	8224FBB8
sub_8224FBF8	8224FBF8
sub_8224FC68	8224FC68
sub_8224FD08	8224FD08
sub_8224FDA8	8224FDA8
sub_8224FE30	8224FE30
sub_82250020	82250020
sub_82250100	82250100
sub_82250230	82250230
sub_82250328	82250328
sub_82250340	82250340
sub_822504F8	822504F8
sub_822505F0	822505F0
sub_82250728	82250728
sub_82250840	82250840
sub_822508D0	822508D0
sub_822509B8	822509B8
sub_82250AE8	82250AE8
sub_82250BB0	82250BB0
sub_82250C58	82250C58
sub_82250CA8	82250CA8
sub_82250DA8	82250DA8
sub_82250F78	82250F78
sub_82251010	82251010
sub_82251198	82251198
sub_82251330	82251330
sub_822514D0	822514D0
sub_82251620	82251620
sub_822516D0	822516D0
sub_82251768	82251768
sub_822518D8	822518D8
sub_82251940	82251940
sub_822519A0	822519A0
sub_82251A88	82251A88
sub_82251B68	82251B68
sub_82251BA0	82251BA0
sub_82251BE8	82251BE8
sub_82251C20	82251C20
sub_82251C68	82251C68
sub_82251D28	82251D28
sub_82251D68	82251D68
sub_82251DE8	82251DE8
sub_82251E38	82251E38
sub_82251E80	82251E80
sub_82251F60	82251F60
sub_82252078	82252078
sub_822520F8	822520F8
sub_82252120	82252120
sub_82252288	82252288
sub_82252300	82252300
sub_82252430	82252430
sub_82252468	82252468
sub_82252498	82252498
sub_82252A38	82252A38
sub_82252C80	82252C80
sub_82252D18	82252D18
sub_82252DE8	82252DE8
sub_82252F40	82252F40
sub_822530E8	822530E8
sub_82253228	82253228
sub_82253370	82253370
sub_822538B8	822538B8
sub_82253C78	82253C78
sub_82253E20	82253E20
sub_82254078	82254078
sub_822541B0	822541B0
sub_822545B8	822545B8
sub_82254688	82254688
sub_822546B0	822546B0
sub_82254828	82254828
sub_82254D78	82254D78
sub_82254E88	82254E88
sub_82254F40	82254F40
sub_822551B8	822551B8
sub_82255300	82255300
sub_82255630	82255630
sub_82255718	82255718
sub_82255A80	82255A80
sub_82255CB0	82255CB0
sub_82255DD8	82255DD8
sub_82255F10	82255F10
sub_82256058	82256058
sub_822560F0	822560F0
sub_82256158	82256158
sub_822561D8	822561D8
sub_82256278	82256278
sub_822562F8	822562F8
sub_82256430	82256430
sub_82256578	82256578
sub_82256738	82256738
sub_82256880	82256880
sub_822569E8	822569E8
sub_82256AF0	82256AF0
sub_82256AF8	82256AF8
sub_82256B00	82256B00
sub_82256B08	82256B08
sub_82256B10	82256B10
sub_82256B18	82256B18
sub_82256B20	82256B20
sub_82256BC8	82256BC8
sub_82256CB8	82256CB8
sub_82256E20	82256E20
sub_82256ED0	82256ED0
sub_82257000	82257000
sub_822570E0	822570E0
sub_82257208	82257208
sub_82257258	82257258
sub_822572E8	822572E8
sub_82257318	82257318
sub_82257388	82257388
sub_822573E8	822573E8
sub_82257468	82257468
sub_822574C0	822574C0
sub_82257518	82257518
sub_822575B8	822575B8
sub_82257758	82257758
sub_82257788	82257788
sub_822577C8	822577C8
sub_82257900	82257900
sub_822579E8	822579E8
sub_82257B10	82257B10
sub_82257BE8	82257BE8
sub_82257D38	82257D38
sub_82257E20	82257E20
sub_82257EA0	82257EA0
GetEntity		82257F30
sub_82257FA8	82257FA8
sub_82258128	82258128
sub_822581D8	822581D8
sub_82258298	82258298
sub_82258398	82258398
sub_822584A8	822584A8
sub_822585A8	822585A8
sub_82258648	82258648
sub_82258828	82258828
sub_82258890	82258890
sub_822588F8	822588F8
sub_82258960	82258960
sub_822589C8	822589C8
sub_82258A70	82258A70
sub_82258B60	82258B60
sub_82258BB8	82258BB8
sub_82258C10	82258C10
sub_82258C70	82258C70
sub_82258CD0	82258CD0
sub_82258D30	82258D30
sub_82258DA8	82258DA8
sub_82258E40	82258E40
sub_82258E70	82258E70
sub_82258EA0	82258EA0
sub_82258ED8	82258ED8
sub_82258F10	82258F10
sub_82259080	82259080
sub_822590C0	822590C0
sub_82259198	82259198
sub_82259258	82259258
sub_82259330	82259330
sub_82259428	82259428
sub_82259500	82259500
sub_82259758	82259758
sub_822597D8	822597D8
sub_82259818	82259818
sub_82259898	82259898
sub_822599A0	822599A0
sub_82259B28	82259B28
sub_82259BC0	82259BC0
sub_82259CB8	82259CB8
sub_82259DE8	82259DE8
sub_82259DF8	82259DF8
sub_82259EF0	82259EF0
sub_82259F38	82259F38
sub_82259F90	82259F90
sub_82259FE8	82259FE8
sub_8225A058	8225A058
sub_8225A168	8225A168
sub_8225A220	8225A220
sub_8225A2B8	8225A2B8
sub_8225A320	8225A320
sub_8225A3E8	8225A3E8
sub_8225A438	8225A438
sub_8225A478	8225A478
sub_8225A4E0	8225A4E0
sub_8225A590	8225A590
sub_8225A810	8225A810
sub_8225A8D8	8225A8D8
sub_8225AA38	8225AA38
sub_8225AB00	8225AB00
sub_8225AB38	8225AB38
sub_8225AB98	8225AB98
sub_8225ACC0	8225ACC0
sub_8225ADE0	8225ADE0
sub_8225AE58	8225AE58
sub_8225B068	8225B068
sub_8225B148	8225B148
sub_8225B260	8225B260
sub_8225B308	8225B308
sub_8225B378	8225B378
sub_8225B428	8225B428
sub_8225B510	8225B510
sub_8225B558	8225B558
sub_8225B600	8225B600
sub_8225B660	8225B660
sub_8225B720	8225B720
sub_8225B780	8225B780
sub_8225B828	8225B828
sub_8225B870	8225B870
sub_8225B8B8	8225B8B8
sub_8225B920	8225B920
sub_8225B980	8225B980
sub_8225B9F0	8225B9F0
sub_8225BB10	8225BB10
sub_8225BC10	8225BC10
sub_8225BCE8	8225BCE8
sub_8225BD18	8225BD18
sub_8225BD48	8225BD48
sub_8225BD78	8225BD78
sub_8225BDE0	8225BDE0
sub_8225BE48	8225BE48
sub_8225BE78	8225BE78
sub_8225BEB8	8225BEB8
sub_8225BF48	8225BF48
sub_8225BFD8	8225BFD8
sub_8225C060	8225C060
sub_8225C0A0	8225C0A0
